Date,High,Low,Open,Volume From,Volume To,Close,Currency Pair
21/05/2021,42252.07,33552.8,40597.4,120589.87,"4,573,692,788.95",37350.39,BTC/USD
22/05/2021,38841.92,35287.71,37350.39,74964.98,"2,808,008,188.27",37491.5,BTC/USD
23/05/2021,38304.55,31157.18,37491.5,131584.71,"4,494,413,873.10",34716.84,BTC/USD
24/05/2021,39945.35,34467.32,34716.84,106765.14,"3,981,461,441.04",38837.76,BTC/USD
25/05/2021,39842.9,36509.09,38837.76,66530.67,"2,529,569,055.97",38387.36,BTC/USD
26/05/2021,40854.81,37855.81,38387.36,66483.59,"2,607,759,779.42",39295.08,BTC/USD
27/05/2021,40408.95,37211.84,39295.08,46474.62,"1,804,036,815.09",38538.84,BTC/USD
28/05/2021,38879.6,34733.76,38538.84,85345.66,"3,104,364,367.82",35680.92,BTC/USD
29/05/2021,37307.1,33666.06,35680.92,60616.25,"2,127,790,128.94",34611.58,BTC/USD
30/05/2021,36481.62,33400.65,34611.58,37522.16,"1,325,408,340.10",35662.59,BTC/USD
31/05/2021,37512.8,34202.86,35662.59,50306.62,"1,821,662,523.97",37290.83,BTC/USD
01/06/2021,37910.19,35733.52,37290.83,44444.78,"1,626,268,789.21",36683.51,BTC/USD
02/06/2021,38225.18,35935.34,36683.51,39948.44,"1,494,571,249.19",37576.98,BTC/USD
03/06/2021,39482.46,37199.92,37576.98,41098.93,"1,586,641,442.02",39229.66,BTC/USD
04/06/2021,39273.49,35617.03,39229.66,49661.48,"1,837,944,242.33",36861.5,BTC/USD
05/06/2021,37911.76,34846.16,36861.5,39864.17,"1,444,088,532.56",35538.4,BTC/USD
06/06/2021,36453.81,35264.34,35538.4,27469.69,"986,275,148.28",35798.57,BTC/USD
07/06/2021,36790.39,33367.12,35798.57,52209.55,"1,850,311,020.63",33582.86,BTC/USD
08/06/2021,34061.09,31034.35,33582.86,88483.79,"2,890,313,261.68",33409.38,BTC/USD
09/06/2021,37528.42,32435.18,33409.38,92280.57,"3,249,553,573.38",37391.58,BTC/USD
10/06/2021,38387.2,35821.05,37391.58,63052.49,"2,338,112,083.52",36680.78,BTC/USD
11/06/2021,37665.85,35981.84,36680.78,43119.67,"1,596,038,876.70",37339.98,BTC/USD
12/06/2021,37445.32,34655.21,37339.98,40619.14,"1,450,138,289.51",35541.78,BTC/USD
13/06/2021,39374.68,34802.24,35541.78,46353.98,"1,727,291,768.50",39017.37,BTC/USD
14/06/2021,41025.42,38755.79,39017.37,68729.09,"2,740,589,573.60",40526.63,BTC/USD
15/06/2021,41307.06,39526.69,40526.63,48248.1,"1,943,860,792.12",40161.86,BTC/USD
16/06/2021,40487.98,38122.04,40161.86,48107.62,"1,883,613,058.48",38345.41,BTC/USD
17/06/2021,39537.42,37386.57,38345.41,41591.09,"1,599,770,630.80",38082.3,BTC/USD
18/06/2021,38201.23,35158.89,38082.3,60242.99,"2,207,651,943.63",35830.29,BTC/USD
19/06/2021,36443.26,34863.17,35830.29,44782.25,"1,601,193,146.33",35515.38,BTC/USD
20/06/2021,36139.95,33377.82,35515.38,56525.29,"1,964,614,466.35",35602.26,BTC/USD
21/06/2021,35760.61,31284.7,35602.26,111039.05,"3,650,731,161.39",31652.62,BTC/USD
22/06/2021,33312.87,28908.07,31652.62,129940.61,"4,060,734,244.07",32537.58,BTC/USD
23/06/2021,34831.93,31790.02,32537.58,60338.69,"2,037,061,709.14",33678.64,BTC/USD
24/06/2021,35267.23,32340.83,33678.64,38755.56,"1,311,147,481.02",34649.84,BTC/USD
25/06/2021,35494.5,31290.25,34649.84,91636.1,"3,027,434,524.39",31593.86,BTC/USD
26/06/2021,32680.58,30190.9,31593.86,58331.1,"1,826,363,014.48",32307.35,BTC/USD
27/06/2021,34754.5,32031.15,32307.35,60403.96,"2,002,954,688.79",34713.81,BTC/USD
28/06/2021,35292.57,33890.86,34713.81,41259.21,"1,424,168,416.33",34487.11,BTC/USD
29/06/2021,36624.75,34243.82,34487.11,44215.51,"1,578,253,520.29",35901.41,BTC/USD
30/06/2021,36090.37,34062.04,35901.41,39796.96,"1,388,243,727.19",35056.39,BTC/USD
01/07/2021,35065.41,32757.33,35056.39,36889.93,"1,238,732,543.23",33543.11,BTC/USD
02/07/2021,33968.47,32715.18,33543.11,33082.4,"1,102,040,372.36",33804.54,BTC/USD
03/07/2021,34944.91,33333.05,33804.54,17319.23,"595,117,204.83",34682.84,BTC/USD
04/07/2021,35945.36,34390.95,34682.84,15950.93,"563,891,553.21",35287.97,BTC/USD
05/07/2021,35290.8,33151.51,35287.97,31526.39,"1,072,690,410.40",33702.79,BTC/USD
06/07/2021,35096.65,33558.75,33702.79,32844.8,"1,123,145,329.60",34237.66,BTC/USD
07/07/2021,35066.82,33807.42,34237.66,21784.2,"752,074,468.65",33880.79,BTC/USD
08/07/2021,33934.31,32108.68,33880.79,47884.76,"1,573,967,671.27",32874.01,BTC/USD
09/07/2021,34076.49,32274.31,32874.01,25677.95,"853,165,387.13",33804.2,BTC/USD
10/07/2021,34253.5,33030.16,33804.2,19345.51,"651,899,496.99",33515.13,BTC/USD
11/07/2021,34595.69,33335.4,33515.13,15724.2,"533,337,900.01",34249.3,BTC/USD
12/07/2021,34658.46,32660.38,34249.3,31074.01,"1,039,311,244.06",33088.51,BTC/USD
13/07/2021,33335.54,32206.14,33088.51,25562.97,"837,278,173.94",32737.47,BTC/USD
14/07/2021,33099.2,31601.99,32737.47,27262.01,"883,070,516.73",32820.5,BTC/USD
15/07/2021,33188.54,31133.75,32820.5,33647.48,"1,073,939,852.55",31867.46,BTC/USD
16/07/2021,32256.94,31046.14,31867.46,25602.04,"812,765,644.40",31401.76,BTC/USD
17/07/2021,31966.25,31194.16,31401.76,27922.98,"881,285,396.92",31546.64,BTC/USD
18/07/2021,32446.17,31131.67,31546.64,25079.04,"796,652,696.45",31806.3,BTC/USD
19/07/2021,31907.17,30487.11,31806.3,38060.99,"1,179,342,118.61",30847.55,BTC/USD
20/07/2021,31063.88,29320.09,30847.55,43333.42,"1,291,958,152.32",29795.55,BTC/USD
21/07/2021,32814.13,29513.88,29795.55,48925.57,"1,538,668,590.41",32139.48,BTC/USD
22/07/2021,32604.4,31738.48,32139.48,24409.69,"785,311,959.30",32299.47,BTC/USD
23/07/2021,33637.93,32012.62,32299.47,23478.17,"765,209,760.41",33637.92,BTC/USD
24/07/2021,34519.75,33429.09,33637.92,20217.05,"686,017,155.75",34282.56,BTC/USD
25/07/2021,35382.63,33892.36,34282.56,22685.72,"781,929,775.48",35369.93,BTC/USD
26/07/2021,40553.85,35270.24,35369.93,100269.43,"3,840,983,132.28",37269.52,BTC/USD
27/07/2021,39535.5,36422.45,37269.52,58179.65,"2,197,490,232.78",39496.69,BTC/USD
28/07/2021,40906.09,38809.89,39496.69,66747.14,"2,662,886,395.80",40030.01,BTC/USD
29/07/2021,40633.62,39281.83,40030.01,31540.85,"1,257,968,294.92",40030.52,BTC/USD
30/07/2021,42301.76,38346.18,40030.52,42436.67,"1,698,014,609.78",42231.83,BTC/USD
31/07/2021,42373.59,41065.61,42231.83,25355.65,"1,056,705,603.97",41474.72,BTC/USD
01/08/2021,42584.65,39471.54,41474.72,33625.25,"1,385,907,257.88",39870.76,BTC/USD
02/08/2021,40446.6,38698.01,39870.76,33109.34,"1,308,894,644.03",39158.53,BTC/USD
03/08/2021,39779.45,37679.22,39158.53,38225.1,"1,466,921,591.54",38189.3,BTC/USD
04/08/2021,39961.11,37526.24,38189.3,34035.77,"1,318,983,897.48",39738.56,BTC/USD
05/08/2021,41409.14,37330.04,39738.56,59748.14,"2,357,831,521.97",40888.18,BTC/USD
06/08/2021,43363.62,39895.05,40888.18,48254.57,"2,009,167,763.65",42852.18,BTC/USD
07/08/2021,44731.51,42473.57,42852.18,50446.88,"2,199,730,007.61",44617.96,BTC/USD
08/08/2021,45310.33,43300.59,44617.96,39433.62,"1,745,878,741.47",43827.75,BTC/USD
09/08/2021,46476.01,42818.07,43827.75,49016.22,"2,219,734,084.88",46292.61,BTC/USD
10/08/2021,46707.56,44663.2,46292.61,35319.34,"1,609,844,198.85",45601.03,BTC/USD
11/08/2021,46763.89,45360.51,45601.03,30818.26,"1,421,598,811.69",45556.69,BTC/USD
12/08/2021,46214.21,43786.4,45556.69,35460.2,"1,588,850,342.27",44425.52,BTC/USD
13/08/2021,47890.79,44260.38,44425.52,34442.64,"1,595,718,853.28",47832.93,BTC/USD
14/08/2021,48136.25,46049.28,47832.93,23828.49,"1,120,499,538.82",47102.03,BTC/USD
15/08/2021,47390.93,45595.22,47102.03,18032.86,"836,663,894.85",47015.94,BTC/USD
16/08/2021,48064.42,45681.1,47015.94,28459.99,"1,332,377,363.69",45927.4,BTC/USD
17/08/2021,47100.97,44438.79,45927.4,37125.87,"1,700,658,063.30",44684.43,BTC/USD
18/08/2021,46024.97,44240.9,44684.43,30513.78,"1,377,529,230.43",44714.54,BTC/USD
19/08/2021,47044.06,43982.21,44714.54,33300.5,"1,511,027,965.43",46761.49,BTC/USD
